age,education-num,occupation,sex,capital-gain,capital-loss,hours-per-week,Income,net_capital,has_gain,work_status,workclass_Local-gov,workclass_Never-worked,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,native-country_USA
-0.03001204992920805,1.0852626413559252,0.11578268480697768,1,2.6235880040376007,-0.23729152971327508,-0.05568227544990358,0,0.1317108126695436,1,-0.09720891814666811,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0.7790629043944964,1.0852626413559252,0.12487331470163693,1,-0.32231020538100197,-0.23729152971327508,-2.1579757489424543,0,-0.14305611031051346,0,-1.6520020951064356,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.10356431850409029,-0.4167512591270915,0.04207487485028101,1,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,0,-0.14305611031051346,0,-0.09720891814666811,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.9997197101191432,-1.1677582093685999,0.04207487485028101,1,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,0,-0.14305611031051346,0,-0.09720891814666811,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.8390870042529126,1.0852626413559252,0.1837474279045484,0,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,0,-0.14305611031051346,0,-0.09720891814666811,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.17711658707897251,1.4607661164766794,0.12487331470163693,0,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,0,-0.14305611031051346,0,-0.09720891814666811,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
0.7055106358196143,-1.918765159610108,0.10119468075304812,0,-0.32231020538100197,-0.23729152971327508,-1.9243875852210595,0,-0.14305611031051346,0,-1.6520020951064356,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.9261674415442609,-0.4167512591270915,0.12487331470163693,1,-0.32231020538100197,-0.23729152971327508,0.3336313307524206,1,-0.14305611031051346,0,-0.09720891814666811,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.6184301985282659,1.4607661164766794,0.1837474279045484,0,3.3397016493781275,-0.23729152971327508,0.7229449369547447,1,1.6369886657939592,1,1.4575842588130994,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0.19064475579543863,1.0852626413559252,0.12487331470163693,1,2.95616887764954,-0.23729152971327508,-0.05568227544990358,1,0.5113795507707816,1,-0.09720891814666811,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.17711658707897251,-0.04124778400633733,0.12487331470163693,1,-0.32231020538100197,-0.23729152971327508,3.0588265741686897,1,-0.14305611031051346,0,1.4575842588130994,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.6919824671031481,1.0852626413559252,0.1837474279045484,1,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,1,-0.14305611031051346,0,-0.09720891814666811,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.2068483471273237,1.0852626413559252,0.11578268480697768,0,-0.32231020538100197,-0.23729152971327508,-0.834309487854552,0,-0.14305611031051346,0,-1.6520020951064356,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
-0.5448779299533837,0.709759166235171,0.11209729430914284,1,-0.32231020538100197,-0.23729152971327508,0.7229449369547447,0,-0.14305611031051346,0,1.4575842588130994,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0.04354021864567418,0.33425569111441683,0.1258867970885415,1,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,1,-0.14305611031051346,0,-0.09720891814666811,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.3977733928036192,-2.2942686347308623,0.04904640520868524,1,-0.32231020538100197,-0.23729152971327508,0.3336313307524206,0,-0.14305611031051346,0,-0.09720891814666811,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.0597438099775593,-0.4167512591270915,0.0305273179570652,1,-0.32231020538100197,-0.23729152971327508,-0.44499588165222775,0,-0.14305611031051346,0,-0.09720891814666811,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
-0.5448779299533837,-0.4167512591270915,0.0614845981388778,1,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,0,-0.14305611031051346,0,-0.09720891814666811,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
-0.10356431850409029,-1.1677582093685999,0.11209729430914284,1,-0.32231020538100197,-0.23729152971327508,0.7229449369547447,0,-0.14305611031051346,0,1.4575842588130994,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.2641970243703209,1.4607661164766794,0.12487331470163693,0,-0.32231020538100197,-0.23729152971327508,0.3336313307524206,1,-0.14305611031051346,0,-0.09720891814666811,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0.04354021864567418,2.211773066718188,0.1837474279045484,1,-0.32231020538100197,-0.23729152971327508,1.501572149359393,1,-0.14305611031051346,0,1.4575842588130994,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1.0732719786940255,-0.4167512591270915,0.10119468075304812,0,-0.32231020538100197,-0.23729152971327508,-1.6129367002592003,0,-0.14305611031051346,0,-1.6520020951064356,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
-0.32422112422873695,-1.918765159610108,0.0305273179570652,1,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,0,-0.14305611031051346,0,-0.09720891814666811,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.2641970243703209,-1.1677582093685999,0.04904640520868524,1,-0.32231020538100197,4.276076398744513,-0.05568227544990358,0,-0.4011398530544309,0,-0.09720891814666811,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1.4410333215684366,-0.4167512591270915,0.02850035318325604,0,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,0,-0.14305611031051346,0,-0.09720891814666811,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1.2203765158437898,1.0852626413559252,0.02850035318325604,1,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,1,-0.14305611031051346,0,-0.09720891814666811,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-1.5010574214268526,-0.4167512591270915,0.1258867970885415,1,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,0,-0.14305611031051346,0,-0.09720891814666811,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1.0732719786940255,-0.04124778400633733,0.1837474279045484,1,-0.32231020538100197,-0.23729152971327508,1.501572149359393,1,-0.14305611031051346,0,1.4575842588130994,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.03001204992920805,-0.4167512591270915,0.12487331470163693,1,-0.32231020538100197,-0.23729152971327508,3.0588265741686897,0,-0.14305611031051346,0,1.4575842588130994,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.7055106358196143,-0.4167512591270915,0.1258867970885415,1,-0.32231020538100197,-0.23729152971327508,-0.05568227544990358,0,-0.14305611031051346,0,-0.09720891814666811,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
